Name,Email,Financial Status,Paid at,Fulfillment Status,Fulfilled at,Accepts Marketing,Currency,Subtotal,Shipping,Taxes,Total,Discount Code,Discount Amount,Shipping Method,Created at,Lineitem quantity,Lineitem name,Lineitem price,Lineitem compare at price,Lineitem sku,Lineitem requires shipping,Lineitem taxable,Lineitem fulfillment status,Billing Name,Billing Street,Billing Address1,Billing Address2,Billing Company,Billing City,Billing Zip,Billing Province,Billing Country,Billing Phone,Shipping Name,Shipping Street,Shipping Address1,Shipping Address2,Shipping Company,Shipping City,Shipping Zip,Shipping Province,Shipping Country,Shipping Phone,Notes,Note Attributes,Cancelled at,Payment Method,Payment Reference,Refunded Amount,Vendor,Outstanding Balance,Employee,Location,Device ID,Id,Tags,Risk Level,Source,Lineitem discount,Tax 1 Name,Tax 1 Value,Tax 2 Name,Tax 2 Value,Tax 3 Name,Tax 3 Value,Tax 4 Name,Tax 4 Value,Tax 5 Name,Tax 5 Value,Phone,Receipt Number,Duties,Billing Province Name,Shipping Province Name,Payment ID,Payment Terms Name,Next Payment Due At,Payment References
#2582,harper.young225@sample.org,paid,2023-08-19 20:04:40 -0500,fulfilled,2023-08-20 20:04:40 -0500,yes,USD,55.50,6.10,4.58,66.18,,0.00,Priority Mail,2023-08-19 20:04:40 -0500,1,Product A - Variant 1,29.00,,PRODA-V1,true,true,fulfilled,Harper Young,5517 2nd St,5517 2nd St,,,Miami,99016,FL,US,+15427995190,Harper Young,5517 2nd St,5517 2nd St,,,Miami,99016,FL,US,+15427995190,,,,Shopify Payments,,,DTC Brand,0.00,,,,7000000002582,,Low,web,0.00,,,,,,,,,,,+15427995190,,,Florida,Florida,,,,
#2582,,,,,,,,,,,,,,,,1,Product C,24.00,,PRODC-15ML,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,,DTC Brand,,,,,7000000002582,,,,0.00,,,,,,,,,,,,,,,,,,,
#2582,,,,,,,,,,,,,,,,1,Package Protection - $2.50,2.50,,PP-2,false,false,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,,Package Protection Vendor,,,,,7000000002582,,,,0.00,,,,,,,,,,,,,,,,,,,
#2586,liam.garcia235@example.com,paid,2023-08-22 03:22:54 -0500,fulfilled,2023-08-23 03:22:54 -0500,yes,USD,24.00,4.96,1.30,27.86,PROMO2023,2.40,Standard,2023-08-22 03:22:54 -0500,1,Product C,24.00,,PRODC-15ML,true,true,fulfilled,Liam Garcia,4425 Park Ave,4425 Park Ave,,,Phoenix,15273,AZ,US,+19572495500,Liam Garcia,4425 Park Ave,4425 Park Ave,,,Phoenix,15273,AZ,US,+19572495500,,,,Shopify Payments,,,DTC Brand,0.00,,,,7000000002586,,Low,web,0.00,,,,,,,,,,,+19572495500,,,Arizona,Arizona,,,,
#2589,nora.walker452@sample.org,paid,2023-08-31 10:49:09 -0500,fulfilled,2023-09-01 10:49:09 -0500,yes,USD,29.00,0.00,1.74,30.74,,0.00,Economy,2023-08-31 10:49:09 -0500,1,Product A - Variant 3,29.00,,PRODA-V3,true,true,fulfilled,Nora Walker,7837 Oak St,7837 Oak St,,,San Diego,18564,CA,US,+13721025347,Nora Walker,7837 Oak St,7837 Oak St,,,San Diego,18564,CA,US,+13721025347,,,,Shopify Payments,,,DTC Brand,0.00,,,,7000000002589,,Low,web,0.00,,,,,,,,,,,+13721025347,,,California,California,,,,
#2592,mason.johnson760@sample.org,paid,2023-09-01 13:02:20 -0500,fulfilled,2023-09-02 13:02:20 -0500,yes,USD,53.00,0.00,3.18,56.18,,0.00,Economy,2023-09-01 13:02:20 -0500,1,Product C,24.00,,PRODC-15ML,true,true,fulfilled,Mason Johnson,1689 2nd St,1689 2nd St,,,Brooklyn,81482,NY,US,+16668366722,Mason Johnson,1689 2nd St,1689 2nd St,,,Brooklyn,81482,NY,US,+16668366722,,,,Shopify Payments,,,DTC Brand,0.00,,,,7000000002592,,Low,web,0.00,,,,,,,,,,,+16668366722,,,New York,New York,,,,
#2592,,,,,,,,,,,,,,,,1,Product A - Variant 1,29.00,,PRODA-V1,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,,DTC Brand,,,,,7000000002592,,,,0.00,,,,,,,,,,,,,,,,,,,
#2596,noah.wilson853@test-mail.com,paid,2023-09-01 15:01:39 -0500,fulfilled,2023-09-02 15:01:39 -0500,yes,USD,29.00,6.10,2.15,34.35,PROMO2023,2.90,Priority Mail,2023-09-01 15:01:39 -0500,1,Product A - Variant 3,29.00,,PRODA-V3,true,true,fulfilled,Noah Wilson,330 River Rd,330 River Rd,,,Miami,85456,FL,US,+13633724084,Noah Wilson,330 River Rd,330 River Rd,,,Miami,85456,FL,US,+13633724084,,,,Shopify Payments,,,DTC Brand,0.00,,,,7000000002596,,Low,web,0.00,,,,,,,,,,,+13633724084,,,Florida,Florida,,,,
#2599,emma.anderson296@sample.org,paid,2023-09-05 18:20:01 -0500,fulfilled,2023-09-06 18:20:01 -0500,yes,USD,24.00,5.36,1.78,28.74,PROMO10,2.40,Ground Advantage,2023-09-05 18:20:01 -0500,1,Product C,24.00,,PRODC-15ML,true,true,fulfilled,Emma Anderson,3834 Highland Ave,3834 Highland Ave,,,Chicago,44675,IL,US,+19678662904,Emma Anderson,3834 Highland Ave,3834 Highland Ave,,,Chicago,44675,IL,US,+19678662904,,,,Shopify Payments,,,DTC Brand,0.00,,,,7000000002599,,Low,web,0.00,,,,,,,,,,,+19678662904,,,Illinois,Illinois,,,,
#2600,noah.miller63@test-mail.com,paid,2023-09-08 15:58:37 -0500,fulfilled,2023-09-09 15:58:37 -0500,no,USD,12.98,0.00,0.71,12.49,WELCOME10,1.20,Standard,2023-09-08 15:58:37 -0500,1,Product B - Variant 2,12.00,,PRODB-V2,true,true,fulfilled,Noah Miller,1800 Pine Rd,1800 Pine Rd,,,Chicago,35112,IL,US,+17111908335,Noah Miller,1800 Pine Rd,1800 Pine Rd,,,Chicago,35112,IL,US,+17111908335,,,,Shopify Payments,,,DTC Brand,0.00,,,,7000000002600,,Low,web,0.00,,,,,,,,,,,+17111908335,,,Illinois,Illinois,,,,
#2600,,,,,,,,,,,,,,,,1,Package Protection - $0.98,0.98,,PP-1,false,false,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,,Package Protection Vendor,,,,,7000000002600,,,,0.00,,,,,,,,,,,,,,,,,,,
#2602,hazel.smith993@example.com,paid,2023-09-22 14:16:42 -0500,fulfilled,2023-09-23 14:16:42 -0500,no,USD,27.00,0.00,1.46,25.76,PROMO10,2.70,Economy,2023-09-22 14:16:42 -0500,1,Product D,27.00,,PRODD-10ML,true,true,fulfilled,Hazel Smith,2734 Lakeview Dr,2734 Lakeview Dr,,,Boston,73653,MA,US,+14067418686,Hazel Smith,2734 Lakeview Dr,2734 Lakeview Dr,,,Boston,73653,MA,US,+14067418686,,,,Shopify Payments,,,DTC Brand,0.00,,,,7000000002602,,Low,web,0.00,,,,,,,,,,,+14067418686,,,Massachusetts,Massachusetts,,,,
#2604,james.sanchez562@example.com,paid,2023-10-11 05:16:58 -0500,fulfilled,2023-10-12 05:16:58 -0500,yes,USD,99.00,0.00,5.35,94.45,PROMO10,9.90,Ground Advantage,2023-10-11 05:16:58 -0500,2,Product A - Variant 1,29.00,,PRODA-V1,true,true,fulfilled,James Sanchez,9512 Park Ave,9512 Park Ave,,,Brooklyn,95813,NY,US,+13384049914,James Sanchez,9512 Park Ave,9512 Park Ave,,,Brooklyn,95813,NY,US,+13384049914,,,,Shopify Payments,,,DTC Brand,0.00,,,,7000000002604,,Low,web,0.00,,,,,,,,,,,+13384049914,,,New York,New York,,,,
#2604,,,,,,,,,,,,,,,,1,Product A - Variant 1,29.00,,PRODA-V1,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,,DTC Brand,,,,,7000000002604,,,,0.00,,,,,,,,,,,,,,,,,,,
#2604,,,,,,,,,,,,,,,,1,Product B - Variant 1,12.00,,PRODB-V1,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,,DTC Brand,,,,,7000000002604,,,,0.00,,,,,,,,,,,,,,,,,,,
#2605,abigail.ramirez162@test-mail.com,paid,2023-10-17 18:14:51 -0500,fulfilled,2023-10-18 18:14:51 -0500,yes,USD,29.00,4.96,1.57,32.63,PROMO2023,2.90,Economy,2023-10-17 18:14:51 -0500,1,Product A - Variant 1,29.00,,PRODA-V1,true,true,fulfilled,Abigail Ramirez,4325 Washington St,4325 Washington St,,,Los Angeles,33416,CA,US,+18475443484,Abigail Ramirez,4325 Washington St,4325 Washington St,,,Los Angeles,33416,CA,US,+18475443484,,,,Shopify Payments,,,DTC Brand,0.00,,,,7000000002605,,Low,web,0.00,,,,,,,,,,,+18475443484,,,California,California,,,,
#2606,evelyn.hernandez760@test-mail.com,paid,2023-10-25 07:38:51 -0500,fulfilled,2023-10-26 07:38:51 -0500,yes,USD,31.50,0.00,0.00,28.60,PROMO10,2.90,Ground Advantage,2023-10-25 07:38:51 -0500,1,Product A - Variant 2,29.00,,PRODA-V2,true,true,fulfilled,Evelyn Hernandez,168 Oak St,168 Oak St,,,Austin,19862,TX,US,+19262873961,Evelyn Hernandez,168 Oak St,168 Oak St,,,Austin,19862,TX,US,+19262873961,,,,Shopify Payments,,,DTC Brand,0.00,,,,7000000002606,,Low,web,0.00,,,,,,,,,,,+19262873961,,,Texas,Texas,,,,
#2606,,,,,,,,,,,,,,,,1,Package Protection - $2.50,2.50,,PP-2,false,false,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,,Package Protection Vendor,,,,,7000000002606,,,,0.00,,,,,,,,,,,,,,,,,,,
#2608,abigail.ramirez162@test-mail.com,paid,2023-10-26 07:47:05 -0500,fulfilled,2023-10-27 07:47:05 -0500,yes,USD,41.00,0.00,2.46,43.46,,0.00,Priority Mail,2023-10-26 07:47:05 -0500,1,Product A - Variant 1,29.00,,PRODA-V1,true,true,fulfilled,Abigail Ramirez,4325 Washington St,4325 Washington St,,,Los Angeles,33416,CA,US,+18475443484,Abigail Ramirez,4325 Washington St,4325 Washington St,,,Los Angeles,33416,CA,US,+18475443484,,,,Shopify Payments,,,DTC Brand,0.00,,,,7000000002608,,Low,web,0.00,,,,,,,,,,,+18475443484,,,California,California,,,,
#2608,,,,,,,,,,,,,,,,1,Product B - Variant 1,12.00,,PRODB-V1,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,,DTC Brand,,,,,7000000002608,,,,0.00,,,,,,,,,,,,,,,,,,,
#2612,aiden.white292@example.net,paid,2023-11-03 00:53:42 -0500,fulfilled,2023-11-04 00:53:42 -0500,yes,USD,77.00,0.00,6.35,83.35,,0.00,Ground Advantage,2023-11-03 00:53:42 -0500,2,Product C,24.00,,PRODC-15ML,true,true,fulfilled,Aiden White,4966 Park Ave,4966 Park Ave,,,Miami,95717,FL,US,+14271782991,Aiden White,4966 Park Ave,4966 Park Ave,,,Miami,95717,FL,US,+14271782991,,,,Shopify Payments,,,DTC Brand,0.00,,,,7000000002612,,Low,web,0.00,,,,,,,,,,,+14271782991,,,Florida,Florida,,,,
#2612,,,,,,,,,,,,,,,,1,Product A - Variant 1,29.00,,PRODA-V1,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,,DTC Brand,,,,,7000000002612,,,,0.00,,,,,,,,,,,,,,,,,,,
#2614,david.garcia88@test-mail.com,paid,2023-11-07 00:02:20 -0500,fulfilled,2023-11-08 00:02:20 -0500,no,USD,29.50,0.00,2.43,31.93,,0.00,Ground Advantage,2023-11-07 00:02:20 -0500,1,Product D,27.00,,PRODD-10ML,true,true,fulfilled,David Garcia,8737 Willow Ct,8737 Willow Ct,,,Columbus,26483,OH,US,+16846404445,David Garcia,8737 Willow Ct,8737 Willow Ct,,,Columbus,26483,OH,US,+16846404445,,,,Shopify Payments,,,DTC Brand,0.00,,,,7000000002614,,Low,web,0.00,,,,,,,,,,,+16846404445,,,Ohio,Ohio,,,,
#2614,,,,,,,,,,,,,,,,1,Package Protection - $2.50,2.50,,PP-2,false,false,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,,Package Protection Vendor,,,,,7000000002614,,,,0.00,,,,,,,,,,,,,,,,,,,
#2617,abigail.sanchez834@example.com,paid,2023-11-17 10:22:00 -0500,fulfilled,2023-11-18 10:22:00 -0500,yes,USD,99.00,0.00,0.00,99.00,,0.00,Ground Advantage,2023-11-17 10:22:00 -0500,1,Product B - Variant 1,12.00,,PRODB-V1,true,true,fulfilled,Abigail Sanchez,5306 Oak St,5306 Oak St,,,Orlando,62976,FL,US,+19838002637,Abigail Sanchez,5306 Oak St,5306 Oak St,,,Orlando,62976,FL,US,+19838002637,,,,Shopify Payments,,,DTC Brand,0.00,,,,7000000002617,,Low,web,0.00,,,,,,,,,,,+19838002637,,,Florida,Florida,,,,
#2617,,,,,,,,,,,,,,,,2,Product A - Variant 2,29.00,,PRODA-V2,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,,DTC Brand,,,,,7000000002617,,,,0.00,,,,,,,,,,,,,,,,,,,
#2617,,,,,,,,,,,,,,,,1,Product A - Variant 1,29.00,,PRODA-V1,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,,DTC Brand,,,,,7000000002617,,,,0.00,,,,,,,,,,,,,,,,,,,
#2619,nora.thompson341@test-mail.com,paid,2023-12-03 12:38:33 -0500,fulfilled,2023-12-04 12:38:33 -0500,yes,USD,24.00,5.36,0.00,26.96,PROMO2023,2.40,Standard,2023-12-03 12:38:33 -0500,1,Product C,24.00,,PRODC-15ML,true,true,fulfilled,Nora Thompson,3100 Birch Way,3100 Birch Way,,,Orlando,41300,FL,US,+14455852189,Nora Thompson,3100 Birch Way,3100 Birch Way,,,Orlando,41300,FL,US,+14455852189,,,,Shopify Payments,,,DTC Brand,0.00,,,,7000000002619,,Low,web,0.00,,,,,,,,,,,+14455852189,,,Florida,Florida,,,,
#2622,david.gonzalez261@example.com,paid,2023-12-05 23:26:11 -0500,fulfilled,2023-12-06 23:26:11 -0500,yes,USD,24.00,0.00,1.78,23.38,WELCOME10,2.40,Economy,2023-12-05 23:26:11 -0500,1,Product C,24.00,,PRODC-15ML,true,true,fulfilled,David Gonzalez,8831 2nd St,8831 2nd St,,,Chicago,97900,IL,US,+12846259450,David Gonzalez,8831 2nd St,8831 2nd St,,,Chicago,97900,IL,US,+12846259450,,,,Shopify Payments,,,DTC Brand,0.00,,,,7000000002622,,Low,web,0.00,,,,,,,,,,,+12846259450,,,Illinois,Illinois,,,,
#2626,owen.martinez272@example.net,paid,2023-12-07 21:54:34 -0500,fulfilled,2023-12-08 21:54:34 -0500,yes,USD,24.00,0.00,1.44,25.44,,0.00,Priority Mail,2023-12-07 21:54:34 -0500,1,Product C,24.00,,PRODC-15ML,true,true,fulfilled,Owen Martinez,4314 Birch Way,4314 Birch Way,,,Brooklyn,86622,NY,US,+18135076551,Owen Martinez,4314 Birch Way,4314 Birch Way,,,Brooklyn,86622,NY,US,+18135076551,,,,Shopify Payments,,,DTC Brand,0.00,,,,7000000002626,,Low,web,0.00,,,,,,,,,,,+18135076551,,,New York,New York,,,,
#2628,penelope.perez96@example.net,paid,2023-12-17 03:29:04 -0500,fulfilled,2023-12-18 03:29:04 -0500,yes,USD,29.00,6.10,0.00,35.10,,0.00,Economy,2023-12-17 03:29:04 -0500,1,Product A - Variant 1,29.00,,PRODA-V1,true,true,fulfilled,Penelope Perez,3272 Cedar Ln,3272 Cedar Ln,,,Newark,13201,NJ,US,+12198486416,Penelope Perez,3272 Cedar Ln,3272 Cedar Ln,,,Newark,13201,NJ,US,+12198486416,,,,Shopify Payments,,,DTC Brand,0.00,,,,7000000002628,,Low,web,0.00,,,,,,,,,,,+12198486416,,,New Jersey,New Jersey,,,,
#2629,mia.walker461@sample.org,paid,2023-12-31 03:36:32 -0500,fulfilled,2024-01-01 03:36:32 -0500,no,USD,29.98,5.36,1.80,37.14,,0.00,Ground Advantage,2023-12-31 03:36:32 -0500,1,Product A - Variant 3,29.00,,PRODA-V3,true,true,fulfilled,Mia Walker,4553 Willow Ct,4553 Willow Ct,,,Philadelphia,78327,PA,US,+18376295640,Mia Walker,4553 Willow Ct,4553 Willow Ct,,,Philadelphia,78327,PA,US,+18376295640,,,,Shopify Payments,,,DTC Brand,0.00,,,,7000000002629,,Low,web,0.00,,,,,,,,,,,+18376295640,,,Pennsylvania,Pennsylvania,,,,
#2629,,,,,,,,,,,,,,,,1,Package Protection - $0.98,0.98,,PP-1,false,false,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,,Package Protection Vendor,,,,,7000000002629,,,,0.00,,,,,,,,,,,,,,,,,,,
#2631,logan.wright37@sample.org,paid,2023-12-31 07:40:12 -0500,fulfilled,2024-01-01 07:40:12 -0500,yes,USD,51.00,0.00,0.00,51.00,,0.00,Priority Mail,2023-12-31 07:40:12 -0500,1,Product D,27.00,,PRODD-10ML,true,true,fulfilled,Logan Wright,2098 Maple Ave,2098 Maple Ave,,,Houston,50404,TX,US,+17861133610,Logan Wright,2098 Maple Ave,2098 Maple Ave,,,Houston,50404,TX,US,+17861133610,,,,Shopify Payments,,,DTC Brand,0.00,,,,7000000002631,,Low,web,0.00,,,,,,,,,,,+17861133610,,,Texas,Texas,,,,
#2631,,,,,,,,,,,,,,,,1,Product C,24.00,,PRODC-15ML,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,,DTC Brand,,,,,7000000002631,,,,0.00,,,,,,,,,,,,,,,,,,,
#2635,liam.garcia235@example.com,paid,2024-01-10 16:37:06 -0500,fulfilled,2024-01-11 16:37:06 -0500,yes,USD,116.00,0.00,0.00,104.40,PROMO2023,11.60,Economy,2024-01-10 16:37:06 -0500,1,Product A - Variant 2,29.00,,PRODA-V2,true,true,fulfilled,Liam Garcia,4425 Park Ave,4425 Park Ave,,,Phoenix,15273,AZ,US,+19572495500,Liam Garcia,4425 Park Ave,4425 Park Ave,,,Phoenix,15273,AZ,US,+19572495500,,,,Shopify Payments,,,DTC Brand,0.00,,,,7000000002635,,Low,web,0.00,,,,,,,,,,,+19572495500,,,Arizona,Arizona,,,,
#2635,,,,,,,,,,,,,,,,2,Product A - Variant 2,29.00,,PRODA-V2,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,,DTC Brand,,,,,7000000002635,,,,0.00,,,,,,,,,,,,,,,,,,,
#2635,,,,,,,,,,,,,,,,1,Product A - Variant 1,29.00,,PRODA-V1,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,,DTC Brand,,,,,7000000002635,,,,0.00,,,,,,,,,,,,,,,,,,,
#2638,owen.torres625@test-mail.com,paid,2024-01-11 03:43:23 -0500,fulfilled,2024-01-12 03:43:23 -0500,yes,USD,58.00,0.00,4.31,56.51,PROMO10,5.80,Economy,2024-01-11 03:43:23 -0500,1,Product A - Variant 2,29.00,,PRODA-V2,true,true,fulfilled,Owen Torres,5335 Cedar Ln,5335 Cedar Ln,,,Buffalo,73904,NY,US,+12911047815,Owen Torres,5335 Cedar Ln,5335 Cedar Ln,,,Buffalo,73904,NY,US,+12911047815,,,,Shopify Payments,,,DTC Brand,0.00,,,,7000000002638,,Low,web,0.00,,,,,,,,,,,+12911047815,,,New York,New York,,,,
#2638,,,,,,,,,,,,,,,,1,Product A - Variant 3,29.00,,PRODA-V3,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,,DTC Brand,,,,,7000000002638,,,,0.00,,,,,,,,,,,,,,,,,,,
#2639,chloe.lee413@sample.org,paid,2024-01-14 16:32:58 -0500,fulfilled,2024-01-15 16:32:58 -0500,yes,USD,29.00,5.36,0.00,34.36,,0.00,Priority Mail,2024-01-14 16:32:58 -0500,1,Product A - Variant 1,29.00,,PRODA-V1,true,true,fulfilled,Chloe Lee,6221 2nd St,6221 2nd St,,,Austin,32810,TX,US,+18938583727,Chloe Lee,6221 2nd St,6221 2nd St,,,Austin,32810,TX,US,+18938583727,,,,Shopify Payments,,,DTC Brand,0.00,,,,7000000002639,,Low,web,0.00,,,,,,,,,,,+18938583727,,,Texas,Texas,,,,
#2640,noah.wilson853@test-mail.com,paid,2024-01-21 04:35:03 -0500,fulfilled,2024-01-22 04:35:03 -0500,yes,USD,29.00,6.10,0.00,32.20,PROMO10,2.90,Economy,2024-01-21 04:35:03 -0500,1,Product A - Variant 1,29.00,,PRODA-V1,true,true,fulfilled,Noah Wilson,330 River Rd,330 River Rd,,,Miami,85456,FL,US,+13633724084,Noah Wilson,330 River Rd,330 River Rd,,,Miami,85456,FL,US,+13633724084,,,,Shopify Payments,,,DTC Brand,0.00,,,,7000000002640,,Low,web,0.00,,,,,,,,,,,+13633724084,,,Florida,Florida,,,,
#2643,aria.sanchez371@example.net,paid,2024-01-29 10:40:45 -0500,fulfilled,2024-01-30 10:40:45 -0500,yes,USD,20.88,0.00,1.57,20.65,PROMO10,1.80,Economy,2024-01-29 10:40:45 -0500,1,Product E,18.00,,PRODE-01,true,true,fulfilled,Aria Sanchez,8095 Oak St,8095 Oak St,,,Phoenix,16175,AZ,US,+15698408854,Aria Sanchez,8095 Oak St,8095 Oak St,,,Phoenix,16175,AZ,US,+15698408854,,,,Shopify Payments,,,DTC Brand,0.00,,,,7000000002643,,Low,web,0.00,,,,,,,,,,,+15698408854,,,Arizona,Arizona,,,,
#2643,,,,,,,,,,,,,,,,1,Package Protection - $2.88,2.88,,PP-3,false,false,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,,Package Protection Vendor,,,,,7000000002643,,,,0.00,,,,,,,,,,,,,,,,,,,
#2647,hazel.clark226@test-mail.com,paid,2024-01-30 12:42:50 -0500,fulfilled,2024-01-31 12:42:50 -0500,no,USD,64.00,4.96,4.75,67.31,WELCOME10,6.40,Priority Mail,2024-01-30 12:42:50 -0500,2,Product A - Variant 2,29.00,,PRODA-V2,true,true,fulfilled,Hazel Clark,116 Willow Ct,116 Willow Ct,,,Houston,30926,TX,US,+14998485882,Hazel Clark,116 Willow Ct,116 Willow Ct,,,Houston,30926,TX,US,+14998485882,,,,Shopify Payments,,,DTC Brand,0.00,,,,7000000002647,,Low,web,0.00,,,,,,,,,,,+14998485882,,,Texas,Texas,,,,
#2647,,,,,,,,,,,,,,,,1,Product B - Sample Pack,6.00,,PRODB-SAMPLE,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,,DTC Brand,,,,,7000000002647,,,,0.00,,,,,,,,,,,,,,,,,,,
#2650,leah.hill325@test-mail.com,paid,2024-02-13 00:16:34 -0500,fulfilled,2024-02-14 00:16:34 -0500,yes,USD,60.00,0.00,4.46,58.46,PROMO2023,6.00,Ground Advantage,2024-02-13 00:16:34 -0500,1,Product C,24.00,,PRODC-15ML,true,true,fulfilled,Leah Hill,8280 Lakeview Dr,8280 Lakeview Dr,,,Houston,81810,TX,US,+18210151654,Leah Hill,8280 Lakeview Dr,8280 Lakeview Dr,,,Houston,81810,TX,US,+18210151654,,,,Shopify Payments,,,DTC Brand,0.00,,,,7000000002650,,Low,web,0.00,,,,,,,,,,,+18210151654,,,Texas,Texas,,,,
#2650,,,,,,,,,,,,,,,,1,Product C,24.00,,PRODC-15ML,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,,DTC Brand,,,,,7000000002650,,,,0.00,,,,,,,,,,,,,,,,,,,
#2650,,,,,,,,,,,,,,,,1,Product B - Variant 2,12.00,,PRODB-V2,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,,DTC Brand,,,,,7000000002650,,,,0.00,,,,,,,,,,,,,,,,,,,
#2651,leah.martin955@example.com,paid,2024-02-14 08:00:36 -0500,fulfilled,2024-02-15 08:00:36 -0500,yes,USD,24.00,4.96,1.44,30.40,,0.00,Priority Mail,2024-02-14 08:00:36 -0500,1,Product C,24.00,,PRODC-15ML,true,true,fulfilled,Leah Martin,1901 Highland Ave,1901 Highland Ave,,,Boston,24029,MA,US,+19483622683,Leah Martin,1901 Highland Ave,1901 Highland Ave,,,Boston,24029,MA,US,+19483622683,,,,Shopify Payments,,,DTC Brand,0.00,,,,7000000002651,,Low,web,0.00,,,,,,,,,,,+19483622683,,,Massachusetts,Massachusetts,,,,
#2652,daniel.scott777@example.net,paid,2024-02-16 08:12:07 -0500,fulfilled,2024-02-17 08:12:07 -0500,yes,USD,36.00,6.10,2.16,44.26,,0.00,Economy,2024-02-16 08:12:07 -0500,2,Product B - Variant 1,12.00,,PRODB-V1,true,true,fulfilled,Daniel Scott,8051 Hillcrest Ave,8051 Hillcrest Ave,,,Chicago,12260,IL,US,+12399661102,Daniel Scott,8051 Hillcrest Ave,8051 Hillcrest Ave,,,Chicago,12260,IL,US,+12399661102,,,,Shopify Payments,,,DTC Brand,0.00,,,,7000000002652,,Low,web,0.00,,,,,,,,,,,+12399661102,,,Illinois,Illinois,,,,
#2652,,,,,,,,,,,,,,,,1,Product B - Variant 1,12.00,,PRODB-V1,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,,DTC Brand,,,,,7000000002652,,,,0.00,,,,,,,,,,,,,,,,,,,
#2655,jackson.moore563@example.net,paid,2024-02-20 13:43:06 -0500,fulfilled,2024-02-21 13:43:06 -0500,yes,USD,29.00,5.36,2.39,36.75,,0.00,Ground Advantage,2024-02-20 13:43:06 -0500,1,Product A - Variant 1,29.00,,PRODA-V1,true,true,fulfilled,Jackson Moore,7951 Oak St,7951 Oak St,,,Boston,13783,MA,US,+18910051191,Jackson Moore,7951 Oak St,7951 Oak St,,,Boston,13783,MA,US,+18910051191,,,,Shopify Payments,,,DTC Brand,0.00,,,,7000000002655,,Low,web,0.00,,,,,,,,,,,+18910051191,,,Massachusetts,Massachusetts,,,,
#2659,ethan.ramirez139@test-mail.com,paid,2024-02-27 03:08:02 -0500,fulfilled,2024-02-28 03:08:02 -0500,yes,USD,58.00,4.96,4.79,67.75,,0.00,Priority Mail,2024-02-27 03:08:02 -0500,2,Product A - Variant 2,29.00,,PRODA-V2,true,true,fulfilled,Ethan Ramirez,5373 Pine Rd,5373 Pine Rd,,,San Diego,69598,CA,US,+13403792057,Ethan Ramirez,5373 Pine Rd,5373 Pine Rd,,,San Diego,69598,CA,US,+13403792057,,,,Shopify Payments,,,DTC Brand,0.00,,,,7000000002659,,Low,web,0.00,,,,,,,,,,,+13403792057,,,California,California,,,,
#2663,elijah.jones624@example.net,paid,2024-02-28 20:09:04 -0500,fulfilled,2024-02-29 20:09:04 -0500,yes,USD,51.00,4.96,4.21,60.17,,0.00,Priority Mail,2024-02-28 20:09:04 -0500,1,Product D,27.00,,PRODD-10ML,true,true,fulfilled,Elijah Jones,7583 Lakeview Dr,7583 Lakeview Dr,,,Austin,45382,TX,US,+19043745320,Elijah Jones,7583 Lakeview Dr,7583 Lakeview Dr,,,Austin,45382,TX,US,+19043745320,,,,Shopify Payments,,,DTC Brand,0.00,,,,7000000002663,,Low,web,0.00,,,,,,,,,,,+19043745320,,,Texas,Texas,,,,
#2663,,,,,,,,,,,,,,,,1,Product C,24.00,,PRODC-15ML,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,,DTC Brand,,,,,7000000002663,,,,0.00,,,,,,,,,,,,,,,,,,,
